ID,Name,Incident Type,Status,Severity,Summary,Incident Manager,Reporter,Comms Lead,IM SLT,Tech Lead,Impacted Platform,Impacted Client(s),Resolution (Fix) ,Impact ,Fault Responsibility,Zoom Meeting Link,VoucherEngine Component,Root Cause Analysis Summary,Repeat Incident,Monitoring,Detection & Triage,Investigation & Resolution,Client Communication,Affected services,Environment Type,Post-Mortem Document,Created At,Reported at,Accepted at,Declined at,Merged at,Canceled at,Resolved at,Impact started at,Identified at,Fixed at,Documented at,Reviewed at,Closed at,Incident duration,Updated At,Creator Alert ID,Visibility,Workload Total (minutes),Workload In Working Hours (minutes),Workload In Late Hours (minutes),Workload In Sleeping Hours (minutes),Channel name,Channel link,Source,Opted out of post-incident flow
336,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"Multiple Crimson alerts fired off due to a spike in 9XXX errors and higher XML-RPC latency on the deductauth method across several Crimson stacks and hosts.

During investigation, timeouts from VE were observed. Further analysis identified blocking queries on the Primary DB, which contributed to elevated latency and intermittent transaction failures. The issue self-resolved, with metrics returning to normal levels.

Jira raised to DBA Team for root cause: DEFECT-4630.",Snothile Dlamini,Snothile Dlamini,,,,VoucherEngine,,,,Paymentology,,,,,,,,,,,,2026-01-06T12:37:43.855Z,2026-01-06T12:37:43.855Z,,,,,2026-01-06T12:38:15.395Z,2026-01-06T09:16:00.000Z,2026-01-06T12:38:15.395Z,,,,,31,2026-01-06T12:38:16.661Z,,public,229.2,229.2,0,0,06jan-p3-critical-336-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A71UTR0JW,Reported by Snothile Dlamini,false
337,Full Outage of MADA Transaction Processing,Service Incident,Closed,P4,"**Issue**: A full outage of MADA transaction processing occurred due to repeated socket disconnections between PayRoute servers and MADA.

**Impact**: All MADA transactions failed between 23:07 and 23:09 UTC. After recovery actions, transaction processing returned to normal.

**Causes**: Socket disconnections between PayRoute servers and MADA caused transaction processing failures. The issue was observed only for Tweeq.

**Steps to resolve**: We restarted PayRoute services for Tweeq, restoring connections and normal transaction processing. Enhanced monitoring has been set up to ensure ongoing stability.",Vicnesh Baskar,Vicnesh Baskar,Sonia Seh,,Huy Pham,Banking.Live,Tweeq,PR restart,Scheme disconnection affecting transaction processing,TBD,,,,,,,,,TWEEQ,,,2026-01-08T23:35:19.038Z,2026-01-08T23:35:19.038Z,,,,,2026-01-09T00:07:27.317Z,,2026-01-09T00:07:27.317Z,,2026-01-09T00:07:48.389Z,,2026-01-09T00:07:48.389Z,1928,2026-01-09T00:41:44.225Z,,public,176.2,82.8,0,93.4,08jan-p4-337-full-outage-of-mada-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A7LNBNQ3G,Reported by Vicnesh Baskar,true
340,Partial Outage of MADA Transactions and API Processing,Service Incident,Monitoring,P1,"**Issue**: HSM failures caused a partial outage on MADA transactions and APIs that connect to PKS for D360

**Impact**: Some MADA transactions for D360 were declined due to invalid MAC errors, resulting in a partial outage for D360 customers. APIs pws_create_card, pws_get_card_image, sc_get_cvv2, pws_mada_authorize_service, v2_pws_card_renewal and pws_mada_notification were also affected as they connect to PKS.

**Causes**: Failures in both HSM modules prevented them from connecting to PKS, Key validation and expiry dates were confirmed as correct. Investigation is still ongoing regarding the HSM failures

**Steps to resolve**: Since connectivity to the main HSM IP address was not possible, we failed over to DR HSM IP addresses. The configuration was changed from 10.60.13.10 to 10.90.13.10 (DR) on both PKS hosts and the paykeyserv Java service was restarted. After these changes, MADA transactions began processing successfully, and normal service was restored.

Start Time: 02:40 UTC
End time:  04:00 UTC ",Daniel Velado,Daniel Velado,,,,Banking.Live,D360,,,Client,https://teams.microsoft.com/meet/36961007275082?p=xRGbodJ8VCR0wIEz00,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9475424294/2026-01-15+-+P1+-+Partial+Outage+of+MADA+Transactions,2026-01-15T03:05:25.158Z,2026-01-15T03:05:25.158Z,,,,,2026-01-15T04:23:34.541Z,,2026-01-15T04:23:34.541Z,,2026-01-15T06:53:05.963Z,,,4689,2026-01-30T16:09:22.841Z,,public,1464.8,1099.9,118.1,246.8,15jan-p1-340-partial-outage-of-mada-transactions-and-api-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0A8SDSU678,Reported by Daniel Velado,false
341,Full Outage of CORTEX Transaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P1,"Client BOJ experienced a disconnection from CORTEX between 15:27 UTC and 16:27 UTC.
The PayRoute reconnection configuration setting did not attempt to reconnect, and the service was only reestablished after a manual restart of the application.",Daniel Velado,Daniel Velado,,,,Banking.Live,Bank of Jordan,,,TBD,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9488629821/2026-01-18+-+P1+-+Full+Outage+of+CORTEX+Transaction+Processing,2026-01-18T20:41:02.397Z,2026-01-18T20:41:02.397Z,,,,,2026-01-18T20:41:21.900Z,,2026-01-18T20:41:21.900Z,,,,,19,2026-01-30T16:11:19.710Z,,public,406.8,260.2,136.6,10,18jan-p1-341-full-outage-of-cortex-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0AAAB4FQC8,Reported by Daniel Velado,false
342,Full Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"On 22 Jan 2026 at 03:00 UTC, immediately following the conclusion of an approved change risk window for the BL 3.4 release, a full outage of transaction processing was observed. Monitoring alerts indicated that authorisation requests were failing, resulting in transactions being unable to process.

Investigation identified that a trailing whitespace character was present in the authorisation request URL. This whitespace had existed before the release and had been handled correctly by the system. Following the release, the whitespace resulted in request parsing failures, impacting transaction processing.
The issue was resolved by correcting the request handling and restarting the affected transaction processing service.

Transaction processing normalised at 03:05 UTC, resulting in an outage duration of approximately five minutes. Post-recovery validation was completed, and heightened monitoring is currently in place.",Vicnesh Baskar,Vicnesh Baskar,Sonia Seh,,Huy Pham,Banking.Live,TymeBank SA,Configuration change,Full Outage of Transaction Processing,Paymentology,,,,,,,,,TYMEBANK,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9503997956/2026-01-22+-+P1+-+Full+Outage+of+Transaction+Processing,2026-01-22T03:07:31.655Z,2026-01-22T03:07:31.655Z,,,,,2026-01-22T03:49:21.795Z,,2026-01-22T03:49:21.795Z,,,,,2510,2026-01-22T07:37:22.457Z,,public,393.2,341.8,7.8,43.6,22jan-p1-342-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0AA44QAEG5,Reported by Vicnesh Baskar,false
344,Partial Outage of Transaction Processing,Service Incident,Closed,P3 - Critical,"On 23 January 2026 at 03:40 UTC, Paymentology monitoring systems detected elevated latency impacting transaction processing. Initial investigation identified intermittent transaction timeouts occurring during short windows, correlated with elevated database sessions and blocking behaviour linked to a scheduled processing query running longer than expected.

Transaction processing performance normalised during the investigation period, with timeouts no longer observed before mitigation. However, analysis confirmed that the underlying query continued to spawn multiple concurrent sessions despite recompilation.

As a precautionary stabilisation measure, a controlled restart of the scheduler server was performed at approximately 04:35 UTC. Following the restart, the query execution returned to normal.

Transaction processing remained stable throughout and post-mitigation, with no further timeouts observed. Heightened monitoring is in place to ensure continued stability.",Vicnesh Baskar,Vicnesh Baskar,Megalatha Ramakrishnan,,Wilson Keneshiro,VoucherEngine,,Restart of scheduler server,Intermittern transaction timeouts,Paymentology,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NGM1OTRkYmEtOTMzYi00ZTI3LWI2MzYtOTM1ZGY3ZmIzOGI2%40thread.v2/0?context=%7b%22Tid%22%3a%224f7797e2-a59f-4381-ad8e-b81223603c9d%22%2c%22Oid%22%3a%225bc8ffce-74fa-4e51-af76-275e9877517e%22%7d,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9508094039/2026-01-23+-+P3+-+Critical+-+Partial+Outage+of+Transaction+Processing,2026-01-23T04:56:01.052Z,2026-01-23T04:56:01.052Z,,,,,2026-01-23T06:12:46.632Z,,2026-01-23T06:12:46.632Z,,2026-01-23T06:13:14.617Z,,2026-01-23T06:13:14.617Z,4605,2026-01-23T07:33:16.213Z,,public,282.3,282.3,0,0,23jan-p3-critical-344-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0AAGJU63NE,Reported by Vicnesh Baskar,true
345,Partial Outage of Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P1,"**Issue**: A full outage of transaction processing occurred due to both Mastercard connectivity links (4IR and 00B) being unavailable.

**Impact**: All Mastercard clients except MOX and ISB were unable to process transactions for 38 minutes, from 12:38 to 13:15 UTC. Transaction processing has since resumed for all clients.

**Causes**: A scheduled maintenance on the Mastercard side made the 4IR link unavailable. Unexpectedly, the 00B link also became unavailable, resulting in a full outage.

**Steps to resolve**: Transaction validation was completed for all clients. The 00B link reconnected automatically, restoring service without manual intervention.",Vicnesh Baskar,Vicnesh Baskar,Zoja Mitric,,Rajesh Subramanian,Banking.Live,Old Mutual Bank / Olympus,Auto reconnection,Full outage of transaction processing,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9513239958/2026-01-24+-+P1+-+Full+Outage+of+Transaction+Processing,2026-01-24T13:46:36.934Z,2026-01-24T13:46:36.934Z,,,,,2026-01-24T14:20:59.955Z,2026-01-24T13:41:00.000Z,2026-01-24T14:20:59.955Z,,2026-01-26T07:02:23.810Z,,,2063,2026-01-30T16:15:38.782Z,,public,470.9,325.3,124.9,20.7,24jan-p1-345-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0AB46UH30R,Reported by Vicnesh Baskar,false
346,Brief disruption of transaction processing,Service Incident,Closed,P3 - Critical,"There was a brief disturbance with Virtual WAN between AWS and Azure which caused the connection to fall back to a standby connection. This caused a brief transaction processing issue for a max of 2 minutes for Visa clients on SH02, ADQ, BAE.

Once the failover was complete all transaction processing has returned to normal. No action was needed from our side.",Bartosz Grenda,Bartosz Grenda,,,,Banking.Live,,No action was needed from Paymentology. Failover worked as intended.,,Third-Party - Paymentology,,,,,,,,,"SH-02, WIO, BAE",,,2026-01-26T10:12:36.526Z,2026-01-26T10:12:36.526Z,,,,,2026-01-26T10:21:40.903Z,,2026-01-26T10:21:40.903Z,,2026-01-26T10:24:58.967Z,,2026-01-26T10:24:58.967Z,544,2026-02-02T12:09:01.688Z,,public,126,126,0,0,26jan-p3-critical-346-brief-disruption-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0AB1KQLS9J,Reported by Bartosz Grenda,true
347,Full Outage of Jonet Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P1,"On 28 January 2026 at 01:43 UTC, the support team was alerted to a connectivity issue between PayRoute and the Cortex interface, following a socket timeout and subsequent disconnection. Initial investigation showed that while PayRoute automatically reconnected to Cortex within seconds, transaction authorisations did not resume as expected after the reconnection.

Further monitoring identified an absence of authorisation traffic despite the interface being technically connected. As a corrective action, Jonet PayRoute was manually restarted on 28 January 2026 at 01:47 UTC, after which transaction processing normalised immediately with no further issues observed.

A follow-up investigation will be conducted with the relevant engineering team to determine why authorisations did not resume after the automatic reconnection and to prevent recurrence.",Vicnesh Baskar,Vicnesh Baskar,Sonia Seh,,Dominic Wee,Banking.Live,Bank of Jordan,Payroute restart,Full Outage of Jonet Transaction Processing,TBD,,,,,,,,,BOJ,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9529459046/2026-01-28+-+P1+-+Full+Outage+of+Jonet+Transaction+Processing,2026-01-28T02:27:41.685Z,2026-01-28T02:27:41.685Z,,,,,2026-01-28T02:38:52.725Z,2026-01-27T14:11:00.000Z,2026-01-28T02:38:52.725Z,,2026-01-28T05:57:07.100Z,,,671,2026-01-30T16:17:44.692Z,,public,761.6,559.3,172.5,30,28jan-p1-347-full-outage-of-jonet-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0ABGKDS2JY,Reported by Vicnesh Baskar,false
348,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"**Issue**: Transaction processing was partially impacted for Inswitch/Banco Agricola, with 9120 system errors recorded on BIN 522730 for campaign 2022.

**Impact**: Transactions for Inswitch/Banco Agricola on BIN 522730, limited to campaignID=2022, were declining with error code 9120. 9120 system errors were observed from 19:46 to 21:21 UTC.

**Causes**: A campaign setting was changed to enable Aconite EMV validation for Inswitch Banco Agricola Physical Companion Card at 19:45 UTC. This caused internal validation errors due to missing data and BIN not set up on Aconite, resulting in transactions declining with error code 9120.

**Steps to resolve**: We disabled the Aconite EMV validation setting at 21:20 UTC, which stopped the declines and allowed transactions to resume. The campaign setting was enabled again as the BIN has been correctly set up on Aconite. ",Daniel Velado,Daniel Velado,,,,VoucherEngine,Inswitch,,,Paymentology,https://teams.microsoft.com/meet/39577708342938?p=ZsMb9FAMGLOAbwJSyM,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9533587644/2026-01-28+-+P1+-+Partial+Outage+of+Transaction+Processing,2026-01-28T20:43:26.298Z,2026-01-28T20:43:26.298Z,,,,,2026-01-29T15:29:08.018Z,,2026-01-28T21:32:31.709Z,,,,,2945,2026-02-02T09:24:05.680Z,,public,1050.8,968,82.8,0,28jan-p1-348-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0AB4LC49FH,Reported by Daniel Velado,false
349,Partial Outage of MC Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P2,"On January 28th at 22:31 UTC, Paymentology Monitoring systems triggered regarding an increase in advice messages for MOX.
Advice messages started to arrive at 22:16:23, and transactions resumed at 22:18:07 without Paymentology intervention.
Preliminary investigation showed that there was more than 7 seconds' delay between the transaction initiation time in Terminal ( de7) and the transaction request we received in our system. 
Due to this delay, some transactions are being timed out.
We had a similar case before,e which was raised to MC (Case#06171960), and a new case will be created for them to investigate today's occurrence. ",Daniel Velado,Daniel Velado,,,,Banking.Live,MOX,,,TBD,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9536667651/2026-01-28+-+P1+-+Partial+Outage+of+MC+Transaction+Processing,2026-01-28T23:54:40.130Z,2026-01-28T23:54:40.130Z,,,,,2026-01-28T23:55:11.121Z,,2026-01-28T23:55:11.121Z,,,,,30,2026-01-30T16:21:07.357Z,,public,162.5,100.3,11,51.2,28jan-p2-349-partial-outage-of-mc-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0ABQQSVDJQ,Reported by Daniel Velado,false
350,Partial Outage of MC Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"ISB experienced a socket disconnection from MC 00B endpoint for ISB between 14:41:47 and  14:44:27
Successful transactions: 181.
Impacted transactions: 151.
An issue has been raised with MC, as there is no firewall between our switching application and the MIP. ",Daniel Velado,Daniel Velado,,,,Banking.Live,Islandsbanki,,,TBD,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9540698147/2026-01-29+-+P1+-+Partial+Outage+of+MC+Transaction+Processing,2026-01-29T17:30:54.514Z,2026-01-29T17:30:54.514Z,,,,,2026-01-29T17:31:08.979Z,,2026-01-29T17:31:08.979Z,,,,,14,2026-01-30T18:37:35.603Z,,public,152.6,137.7,0,14.9,29jan-p1-350-partial-outage-of-mc-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C0AC6CJ5HB3,Reported by Daniel Velado,false
